question,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,target,prediction,explanation
explain circa question: Do you like graphic novels? answer: They definitely make a story more interesting.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you comfortable with kids playing outside? answer: As long as it is close to the house and it is not dark,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you enjoy drum solos? answer: When someone's a master.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you like soft music? answer: I was always a fan of quiet piano.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do have any pets? answer: I have one lovely dog.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Will you stay here for a while? answer: I think I will,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Want to go to the farmer's market with me this weekend? answer: I would like that,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you from Austin? answer: I grew up in Louisiana.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Can you drink? answer: I'm able to have a drink.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you staying here for a few weeks? answer: I can only stay for a week.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Would you like to stay in this evening? answer: That's a great idea.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: You said your price range was $3,000 a month, right? answer: I can afford more, but I would rather not spend that.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you had Korean food? answer: My brother took me to a Korean BBQ last year.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you okay to eat spicy food? answer: It makes my stomach turn.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you in a band? answer: I was in the high school a long time ago.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you want to grab a bite to eat? answer: That would be good I am starving,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you afraid of heights? answer: I stay on the ground.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Are you into dancing? answer: I like to dance,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Hey if you're up to it, would you like to hit the gym with me in the morning? answer: That would be great.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you well? answer: I have no complaints.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like to talk about sports? answer: I've got to run.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Want to visit the park this weekend? answer: I'd rather stay inside.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you want to go out to eat? answer: Sounds good.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you extroverted? answer: I'm pretty outgoing.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is your room comfortable? answer: I've never slept so well.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like to see a movie? answer: I'd rather take a nap.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into dancing? answer: I love a good dance.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you know if it's raining outside? answer: I would have to look,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you new to the neighborhood? answer: I've been here a couple months.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Do you like to grill out in the summer? answer: It is nice to do in the summer,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you want a personal office? answer: That doesn't make any difference to me.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",3,personal office doesn't make any difference to me
explain circa question: Want to visit some properties to view? answer: I'm interested in going to some open houses.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you become a teacher? answer: I've been teaching science for 5 years.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like current music? answer: I tend to stick with oldies.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Where would you like to go eat? answer: Could we do Chinese?,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Other,5,other restaurants in chennai
explain circa question: Is this going to be full-time? answer: It will be part-time.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you thinking of moving soon? answer: I want to move by the end of the year.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Should we go downtown for dinner? answer: It would be great to see that part of the city.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you plan to move there someday? answer: I just need to find the right place.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you work with people? answer: I am always with customers.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you moving soon? answer: I haven't found a place yet so I can't say.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,3,I haven't found a place yet so I can't say.
explain circa question: Would you like to hit the local game shop later? answer: I could go for a good game.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you read the new Stephen King? answer: I'm not a fan of horror.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you getting a flat in the city? answer: We sure hope so.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,0,
explain circa question: Can I get you a beer? answer: I'm not going to drink tonight.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you okay with spicy food? answer: I can't handle it if it's too hot.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you go to local concerts? answer: We have one of the best live venues in the state just a mile away.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like newer music? answer: If it's tasteful jazz.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Is it nearby public transit? answer: Transit is everywhere there.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you enjoy outdoor activities? answer: I prefer watching TV.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like fantasy stories based on history? answer: I prefer self-help books.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you seen the new art exhibition that is in the town hall? answer: I have not beed,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are your parents doing well? answer: They are both amazing.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you feel appreciated? answer: I'm always thanked for my work.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like burger places? answer: If they're clean.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Want to have a taste of leg of lamb? answer: I'll pass.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
